"","species","genus","fixer","woody","annual","uses_num_uses","Domatia","EFN"
"2797","Lonchocarpus_virgilioides","Lonchocarpus",1,1,0,0,0,0
"2798","Lophocarpinia_aculeatifolia","Lophocarpinia",1,0.988764045,0,0,0,0
"2799","Lotononis_adpressa","Lotononis",1,0,0,0,0,0
"2800","Lotononis_angolensis","Lotononis",1,0,0,0,0,0
"2801","Lotononis_arenicola","Lotononis",1,0,1,0,0,0
"2802","Lotononis_azurea","Lotononis",1,1,0,0,0,0
"2803","Lotononis_bainesii","Lotononis",1,0,0,1,0,0
"2804","Lotononis_benthamiana","Lotononis",1,0.113636364,0.23255814,0,0,0
"2805","Lotononis_bolusii","Lotononis",1,0,0,0,0,0
"2806","Lotononis_brachyantha","Lotononis",1,0,0,0,0,0
"2807","Lotononis_calycina","Lotononis",1,0,0,0,0,0
"2808","Lotononis_carinata","Lotononis",1,0,0,0,0,0
"2809","Lotononis_corymbosa","Lotononis",1,0,0,0,0,0
"2810","Lotononis_crumanina","Lotononis",1,0,0,0,0,0
"2811","Lotononis_cytisoides","Lotononis",1,0.113636364,0.23255814,0,0,0
"2812","Lotononis_delicata","Lotononis",1,0,1,0,0,0
"2813","Lotononis_depressa","Lotononis",1,1,0,0,0,0
"2814","Lotononis_digitata","Lotononis",1,0.113636364,0.23255814,0,0,0
"2815","Lotononis_divaricata","Lotononis",1,1,0,0,0,0
"2816","Lotononis_eriantha","Lotononis",1,0,0,0,0,0
"2817","Lotononis_falcata","Lotononis",1,0,0,0,0,0
"2818","Lotononis_foliosa","Lotononis",1,0,0,0,0,0
"2819","Lotononis_fruticoides","Lotononis",1,0,1,0,0,0
"2820","Lotononis_hirsuta","Lotononis",1,0,0,0,0,0
"2821","Lotononis_involucrata","Lotononis",1,0,0,0,0,0
"2822","Lotononis_laxa","Lotononis",1,0,0,0,0,0
"2823","Lotononis_lenticula","Lotononis",1,0,1,0,0,0
"2824","Lotononis_leptoloba","Lotononis",1,0,1,0,0,0
"2825","Lotononis_listii","Lotononis",1,0,0,0,0,0
"2826","Lotononis_longiflora","Lotononis",1,1,0,0,0,0
"2827","Lotononis_lotononoides","Lotononis",1,0,0,0,0,0
"2828","Lotononis_macrocarpa","Lotononis",1,0,0,0,0,0
"2829","Lotononis_macrosepala","Lotononis",1,0.113636364,0.23255814,0,0,0
"2830","Lotononis_marlothii","Lotononis",1,0,0,0,0,0
"2831","Lotononis_maximiliani","Lotononis",1,0,1,0,0,0
"2832","Lotononis_minima","Lotononis",1,0,0,0,0,0
"2833","Lotononis_mucronata","Lotononis",1,0,0,0,0,0
"2834","Lotononis_oxyptera","Lotononis",1,0,0,0,0,0
"2835","Lotononis_parviflora","Lotononis",1,0,1,0,0,0
"2836","Lotononis_pentaphylla","Lotononis",1,0.113636364,0.23255814,0,0,0
"2837","Lotononis_platycarpa","Lotononis",1,0,1,0,0,0
"2838","Lotononis_polycephala","Lotononis",1,0,1,0,0,0
"2839","Lotononis_prostrata","Lotononis",1,0,0,0,0,0
"2840","Lotononis_pulchella","Lotononis",1,1,0,0,0,0
"2841","Lotononis_pulchra","Lotononis",1,0,0,0,0,0
"2842","Lotononis_quinata","Lotononis",1,0.113636364,0.23255814,0,0,0
"2843","Lotononis_rabenaviana","Lotononis",1,0,0,0,0,0
"2844","Lotononis_serpentinicola","Lotononis",1,0,1,0,0,0
"2845","Lotononis_solitudinis","Lotononis",1,0,0,0,0,0
"2846","Lotononis_strigillosa","Lotononis",1,0,0.23255814,0,0,0
"2847","Lotononis_tenella","Lotononis",1,0,0,0,0,0
"2848","Lotononis_wilmsii","Lotononis",1,0,0,0,0,0
"2849","Lotus_alpinus","Lotus",1,0.121212121,0.424242424,0,0,0
"2850","Lotus_angustissimus","Lotus",1,0,0,1,0,0
"2851","Lotus_arabicus","Lotus",1,0,1,0,0,0
"2852","Lotus_arenarius","Lotus",1,0,1,0,0,0
"2853","Lotus_australis","Lotus",1,0,0,0,0,0
"2854","Lotus_bollei","Lotus",1,0.121212121,0.424242424,0,0,0
"2855","Lotus_conimbricensis","Lotus",1,0,1,0,0,0
"2856","Lotus_conjugatus","Lotus",1,0,1,0,0,0
"2857","Lotus_corniculatus","Lotus",1,1,0,3,0,0
"2858","Lotus_coronillaefolius","Lotus",1,0,0,0,0,0
"2859","Lotus_cruentus","Lotus",1,0,0,0,0,0
"2860","Lotus_cytisoides","Lotus",1,0,0,0,0,0
"2861","Lotus_discolor","Lotus",1,0,0,0,0,0
"2862","Lotus_edulis","Lotus",1,0,1,0,0,0
"2863","Lotus_glaber","Lotus",1,0,0,4,0,0
"2864","Lotus_glinoides","Lotus",1,0,1,0,0,0
"2865","Lotus_halophilus","Lotus",1,0,1,0,0,0
"2866","Lotus_hirtulus","Lotus",1,0,0,0,0,0
"2867","Lotus_hispidus","Lotus",1,0,1,0,0,0
"2868","Lotus_longesiliquosus","Lotus",1,0,0,0,0,0
"2869","Lotus_maroccanus","Lotus",1,1,0,0,0,0
"2870","Lotus_namulensis","Lotus",1,0.121212121,0.424242424,0,0,0
"2871","Lotus_ornithopodioides","Lotus",1,0,1,1,0,0
"2872","Lotus_palaestinus","Lotus",1,0,1,1,0,0
"2873","Lotus_parviflorus","Lotus",1,0,1,0,0,0
"2874","Lotus_peczoricus","Lotus",1,0,0,0,0,0
"2875","Lotus_pedunculatus","Lotus",1,0,0,2,0,0
"2876","Lotus_peregrinus","Lotus",1,0,1,0,0,0
"2877","Lotus_purpureus","Lotus",1,0,0,0,0,0
"2878","Lotus_schoelleri","Lotus",1,0,0,0,0,0
"2879","Lotus_sessilifolius","Lotus",1,1,0,0,0,0
"2881","Lotus_subbiflorus","Lotus",1,0,1,0,0,0
"2882","Lotus_tenuis","Lotus",1,0,0,0,0,0
"2883","Lotus_ucrainicus","Lotus",1,0,0,0,0,0
"2884","Lotus_weilleri","Lotus",1,0,1,0,0,0
"2885","Lotus_wildii","Lotus",1,1,0,0,0,0
"2886","Luetzelburgia_auriculata","Luetzelburgia",0,1,0,0,0,0
"2887","Luetzelburgia_bahiensis","Luetzelburgia",0,1,0,0,0,0
"2888","Lupinus_affinis","Lupinus",1,0,1,0,0,0
"2889","Lupinus_albicaulis","Lupinus",1,0,0,0,0,0
"2890","Lupinus_albifrons","Lupinus",1,1,0,0,0,0
"2891","Lupinus_albus","Lupinus",1,0,1,6,0,0
"2892","Lupinus_ananeanus","Lupinus",1,0,0,0,0,0
"2893","Lupinus_angustiflorus","Lupinus",1,0,0,0,0,0
"2894","Lupinus_angustifolius","Lupinus",1,0,1,8,0,0
"2895","Lupinus_arboreus","Lupinus",1,1,0,2,0,0
"2896","Lupinus_arbustus","Lupinus",1,0,0,0,0,0
"2897","Lupinus_arcticus","Lupinus",1,1,0,0,0,0
"2898","Lupinus_argenteus","Lupinus",1,0,0,0,0,0
"2899","Lupinus_aridus","Lupinus",1,0,0,0,0,0
"2900","Lupinus_arizonicus","Lupinus",1,0,1,0,0,0
"2901","Lupinus_atlanticus","Lupinus",1,0,0.461538462,0,0,0
"2902","Lupinus_benthamii","Lupinus",1,0,1,0,0,0
"2903","Lupinus_bicolor","Lupinus",1,0,1,0,0,0
"2904","Lupinus_breweri","Lupinus",1,0,0,0,0,0
"2905","Lupinus_caespitosus","Lupinus",1,0.151515152,0.461538462,0,0,0
"2906","Lupinus_campestris","Lupinus",1,0.151515152,0.461538462,0,0,0
"2907","Lupinus_chamissonis","Lupinus",1,1,0,0,0,0
"2908","Lupinus_concinnus","Lupinus",1,0,1,0,0,0
"2909","Lupinus_confertus","Lupinus",1,0,0,0,0,0
"2910","Lupinus_cosentinii","Lupinus",1,0,0,1,0,0
"2911","Lupinus_cumulicola","Lupinus",1,0,1,0,0,0
"2912","Lupinus_densiflorus","Lupinus",1,0,1,0,0,0
"2913","Lupinus_diffusus","Lupinus",1,1,0,0,0,0
"2914","Lupinus_digitatus","Lupinus",1,0,1,0,0,0
"2915","Lupinus_elegans","Lupinus",1,1,0,0,0,0
"2916","Lupinus_exaltatus","Lupinus",1,0.151515152,0.461538462,0,0,0
"2917","Lupinus_flavoculatus","Lupinus",1,0,1,0,0,0
"2918","Lupinus_formosus","Lupinus",1,1,0,0,0,0
"2919","Lupinus_fulcratus","Lupinus",1,0,0,0,0,0
"2920","Lupinus_gibertianus","Lupinus",1,0,1,0,0,0
"2921","Lupinus_grayi","Lupinus",1,1,0,0,0,0
"2922","Lupinus_hartwegii","Lupinus",1,0,0,1,0,0
"2923","Lupinus_havardii","Lupinus",1,0,1,0,0,0
"2924","Lupinus_hirsutissimus","Lupinus",1,0,1,0,0,0
"2925","Lupinus_hispanicus","Lupinus",1,0.151515152,0.461538462,0,0,0
"2926","Lupinus_kingii","Lupinus",1,0,1,0,0,0
"2927","Lupinus_latifolius","Lupinus",1,0,0,0,0,0
"2928","Lupinus_lepidus","Lupinus",1,0,0,0,0,0
"2929","Lupinus_leucophyllus","Lupinus",1,0,0,0,0,0
"2930","Lupinus_luteus","Lupinus",1,0,1,5,0,0
"2931","Lupinus_lyallii","Lupinus",1,0,0,0,0,0
"2932","Lupinus_meionanthus","Lupinus",1,0,0,0,0,0
"2933","Lupinus_meridanus","Lupinus",1,0.151515152,0.461538462,0,0,0
"2934","Lupinus_mexicanus","Lupinus",1,0,0,1,0,0
"2935","Lupinus_microcarpus","Lupinus",1,0,1,0,0,0
"2936","Lupinus_montanus","Lupinus",1,0,0,0,0,0
"2937","Lupinus_multiflorus","Lupinus",1,0,0,0,0,0
"2938","Lupinus_mutabilis","Lupinus",1,1,0,3,0,0
"2939","Lupinus_nanus","Lupinus",1,0,1,0,0,0
"2940","Lupinus_nootkatensis","Lupinus",1,0,0,0,0,0
"2941","Lupinus_ornatus","Lupinus",1,0,0,0,0,0
"2942","Lupinus_palaestinus","Lupinus",1,0,1,0,0,0
"2943","Lupinus_perennis","Lupinus",1,0,0,2,0,0
"2944","Lupinus_pilosus","Lupinus",1,0,1,1,0,0
"2945","Lupinus_polycarpus","Lupinus",1,0,1,0,0,0
"2946","Lupinus_polyphyllus","Lupinus",1,0,0,3,0,0
"2947","Lupinus_princei","Lupinus",1,0,1,0,0,0
"2948","Lupinus_pubescens","Lupinus",1,0,1,0,0,0
"2949","Lupinus_pusillus","Lupinus",1,0,1,1,0,0
"2950","Lupinus_rivularis","Lupinus",1,1,0,0,0,0
"2951","Lupinus_sellulus","Lupinus",1,0,0,0,0,0
"2952","Lupinus_sericeus","Lupinus",1,0,0,1,0,0
"2954","Lupinus_sparsiflorus","Lupinus",1,0,1,0,0,0
"2955","Lupinus_spectabilis","Lupinus",1,0,1,0,0,0
"2956","Lupinus_subcarnosus","Lupinus",1,0,1,0,0,0
"2957","Lupinus_succulentus","Lupinus",1,0,1,0,0,0
"2958","Lupinus_vallicola","Lupinus",1,0,1,0,0,0
"2959","Lupinus_villosus","Lupinus",1,0,1,0,0,0
"2960","Lysiloma_acapulcense","Lysiloma",1,1,0,0,0,0
"2961","Lysiloma_divaricatum","Lysiloma",1,1,0,0,0,0
"2963","Lysiloma_latisiliquum","Lysiloma",1,1,0,0,0,0
"2967","Lysiloma_watsonii","Lysiloma",1,1,0,0,0,0
"2968","Lysiphyllum_carronii","Lysiphyllum",0,1,0,0,0,0
"2969","Lysiphyllum_gilvum","Lysiphyllum",0,1,0,0,0,0
"2970","Maackia_amurensis","Maackia",1,1,0,3,0,0
"2971","Maackia_hupehensis","Maackia",0,1,0,0,0,0
"2972","Machaerium_aculeatum","Machaerium",1,1,0,0,0,0
"2973","Machaerium_arboreum","Machaerium",1,1,0,0,0,0
"2974","Machaerium_brasiliense","Machaerium",1,1,0,0,0,0
"2975","Machaerium_ferox","Machaerium",1,1,0,0,0,0
"2976","Machaerium_firmum","Machaerium",1,1,0,0,0,0
"2977","Machaerium_floribundum","Machaerium",1,1,0,0,0,0
"2978","Machaerium_froesii","Machaerium",1,1,0,0,0,0
"2979","Machaerium_hoehneanum","Machaerium",1,1,0,0,0,0
"2980","Machaerium_incorruptibile","Machaerium",1,1,0,0,0,0
"2981","Machaerium_inundatum","Machaerium",1,1,0,0,0,0
"2982","Machaerium_isadelphum","Machaerium",1,1,0,0,0,0
"2983","Machaerium_latifolium","Machaerium",1,1,0,0,0,0
"2984","Machaerium_lunatum","Machaerium",1,1,0,2,0,0
"2985","Machaerium_madeirense","Machaerium",1,1,0,0,0,0
"2986","Machaerium_microphyllum","Machaerium",1,1,0,0,0,0
"2987","Machaerium_milleflorum","Machaerium",1,1,0,0,0,0
"2988","Machaerium_multifoliolatum","Machaerium",1,1,0,0,0,1
"2989","Machaerium_myrianthum","Machaerium",1,1,0,0,0,0
"2990","Machaerium_nyctitans","Machaerium",1,1,0,0,0,0
"2991","Machaerium_obovatum","Machaerium",1,1,0,0,0,0
"2992","Machaerium_opacum","Machaerium",1,1,0,0,0,0
"2993","Machaerium_pedicellatum","Machaerium",1,1,0,0,0,0
"2994","Machaerium_quinata","Machaerium",1,1,0,0,0,0
"2995","Machaerium_salzmannii","Machaerium",0,1,0,0,0,0
"2996","Machaerium_stipitatum","Machaerium",1,1,0,0,0,0
"2997","Machaerium_triste","Machaerium",1,1,0,0,0,0
"2998","Machaerium_villosum","Machaerium",1,1,0,0,0,0
"2999","Macrolobium_acaciifolium","Macrolobium",0,1,0,0,1,0
"3000","Macrolobium_angustifolium","Macrolobium",0,1,0,0,0,0
"3001","Macrolobium_bifolium","Macrolobium",0,1,0,0,0,0
"3002","Macrolobium_campestre","Macrolobium",0,1,0,0,0,0
"3003","Macrolobium_huberianum","Macrolobium",0,1,0,0,0,0
"3004","Macrolobium_latifolium","Macrolobium",0,1,0,0,0,0
"3005","Macrolobium_limbatum","Macrolobium",0,1,0,0,0,0
"3006","Macrolobium_microcalyx","Macrolobium",0,1,0,0,0,0
"3007","Macrolobium_multijugum","Macrolobium",0,1,0,0,0,0
"3008","Macrolobium_pendulum","Macrolobium",0,1,0,0,0,0
"3009","Macrolobium_punctatum","Macrolobium",0,1,0,0,0,0
"3011","Macrolobium_suaveolens","Macrolobium",0,1,0,0,0,0
"3012","Macroptilium_atropurpureum","Macroptilium",1,0,0,4,0,1
"3013","Macroptilium_bracteatum","Macroptilium",1,0,0,0,0,0
"3014","Macroptilium_erythroloma","Macroptilium",1,0,1,0,0,1
"3015","Macroptilium_gibbosifolium","Macroptilium",1,1,0,0,0,1
"3016","Macroptilium_gracile","Macroptilium",1,0,0,0,0,0
"3017","Macroptilium_lathyroides","Macroptilium",1,0,0,3,0,0
"3018","Macroptilium_martii","Macroptilium",1,0,0,0,0,0
"3019","Macroptilium_panduratum","Macroptilium",1,0.142857143,0.142857143,0,0,0
"3021","Macrosamanea_discolor","Macrosamanea",1,1,0,0,0,0
"3022","Macrosamanea_duckei","Macrosamanea",1,1,0,0,0,0
"3023","Macrosamanea_pubiramea","Macrosamanea",1,1,0,0,0,0
"3024","Macrosamanea_spruceana","Macrosamanea",1,1,0,0,0,0
"3025","Macrotyloma_africanum","Macrotyloma",1,0,1,0,0,0
"3026","Macrotyloma_axillare","Macrotyloma",1,0,0,3,0,0
"3027","Macrotyloma_daltonii","Macrotyloma",1,0,1,0,0,0
"3028","Macrotyloma_densiflorum","Macrotyloma",1,0,0,0,0,0
"3029","Macrotyloma_geocarpum","Macrotyloma",1,0,1,1,0,0
"3030","Macrotyloma_maranguense","Macrotyloma",1,0,0,1,0,0
"3031","Macrotyloma_oliganthum","Macrotyloma",1,0,0,0,0,0
"3032","Macrotyloma_rupestre","Macrotyloma",1,0,0,0,0,0
"3033","Macrotyloma_stipulosum","Macrotyloma",1,0,0,1,0,0
"3034","Macrotyloma_tenuiflorum","Macrotyloma",1,0,0,0,0,0
"3035","Macrotyloma_uniflorum","Macrotyloma",1,0,0,4,0,0
"3036","Maniltoa_grandiflora","Maniltoa",1,1,0,0,0,0
"3037","Marina_parryi","Marina",1,1,0,0,0,0
"3052","Martiodendron_elatum","Martiodendron",0,1,0,0,0,0
"3053","Mastersia_bakeri","Mastersia",1,1,0,1,0,0
"3054","Medicago_arabica","Medicago",1,0,1,2,0,0
"3055","Medicago_arborea","Medicago",1,1,0,1,0,0
"3056","Medicago_blancheana","Medicago",1,0,1,1,0,0
"3057","Medicago_brachycarpa","Medicago",1,0,0,0,0,0
"3058","Medicago_cancellata","Medicago",1,1,0,1,0,0
"3059","Medicago_carstiensis","Medicago",1,0,0,0,0,0
"3060","Medicago_constricta","Medicago",1,0,1,0,0,0
"3061","Medicago_coronata","Medicago",1,0,1,0,0,0
"3062","Medicago_difalcata","Medicago",1,0,0,0,0,0
"3063","Medicago_disciformis","Medicago",1,0,1,0,0,0
"3064","Medicago_doliata","Medicago",1,0,1,0,0,0
"3065","Medicago_edgeworthii","Medicago",1,0,0,0,0,0
"3066","Medicago_falcata","Medicago",1,0,0,2,0,0
"3067","Medicago_glomerata","Medicago",1,0,0,1,0,0
"3068","Medicago_granadensis","Medicago",1,0,1,0,0,0
"3069","Medicago_hemicoerulea","Medicago",1,0,0,0,0,0
"3070","Medicago_heyniana","Medicago",1,0,1,0,0,0
"3071","Medicago_hybrida","Medicago",1,0,0,0,0,0
"3072","Medicago_hypogaea","Medicago",1,0,1,0,0,0
"3073","Medicago_intertexta","Medicago",1,0,1,0,0,0
"3074","Medicago_karatschaica","Medicago",1,0,0,0,0,0
"3075","Medicago_laciniata","Medicago",1,0,1,2,0,0
"3076","Medicago_littoralis","Medicago",1,0,1,1,0,0
"3077","Medicago_lupulina","Medicago",1,0,0,3,0,0
"3078","Medicago_marina","Medicago",1,0,0,0,0,0
"3079","Medicago_medicaginoides","Medicago",1,0,1,2,0,0
"3080","Medicago_meyeri","Medicago",1,0,1,2,0,0
"3081","Medicago_minima","Medicago",1,0,0,2,0,0
"3082","Medicago_monantha","Medicago",1,0,0,1,0,0
"3083","Medicago_monspeliaca","Medicago",1,0,1,3,0,0
"3084","Medicago_murex","Medicago",1,0,1,0,0,0
"3085","Medicago_muricoleptis","Medicago",1,0,1,0,0,0
"3086","Medicago_noeana","Medicago",1,0,1,0,0,0
"3087","Medicago_orbicularis","Medicago",1,0,1,3,0,0
"3088","Medicago_orthoceras","Medicago",1,0,1,5,0,0
"3089","Medicago_papillosa","Medicago",1,1,0,1,0,0
"3090","Medicago_phrygia","Medicago",1,0,1,1,0,0
"3091","Medicago_polyceratia","Medicago",1,0,1,0,0,0
"3092","Medicago_polymorpha","Medicago",1,0,0,5,0,0
"3093","Medicago_praecox","Medicago",1,0,1,0,0,0
"3094","Medicago_radiata","Medicago",1,0,1,1,0,0
"3095","Medicago_rugosa","Medicago",1,0,1,0,0,0
"3096","Medicago_ruthenica","Medicago",1,0,0,2,0,0
"3097","Medicago_sativa","Medicago",1,0,0,6,0,0
"3098","Medicago_sauvagei","Medicago",1,0,0.566037736,0,0,0
"3099","Medicago_scutellata","Medicago",1,0,0,1,0,0
"3100","Medicago_secundiflora","Medicago",1,0,1,0,0,0
"3101","Medicago_soleirolii","Medicago",1,0,1,0,0,0
"3102","Medicago_suffruticosa","Medicago",1,0,0,0,0,0
"3103","Medicago_tenoreana","Medicago",1,0,1,0,0,0
"3104","Medicago_tornata","Medicago",1,0,1,0,0,0
"3105","Medicago_truncatula","Medicago",1,0,0,2,0,0
"3106","Medicago_turbinata","Medicago",1,0,1,0,0,0
"3107","Medicago_vardanis","Medicago",1,0,0,0,0,0
"3108","Melanoxylon_brauna","Melanoxylon",1,1,0,0,0,0
"3109","Melilotus_albus","Melilotus",1,0,0,5,0,0
"3110","Melilotus_altissimus","Melilotus",1,0,0,2,0,0
"3111","Melilotus_dentatus","Melilotus",1,0,0,2,0,0
"3112","Melilotus_indicus","Melilotus",1,0,1,5,0,0
"3113","Melilotus_infestus","Melilotus",1,0,1,0,0,0
"3114","Melilotus_italicus","Melilotus",1,0,1,1,0,0
"3115","Melilotus_macrocarpus","Melilotus",1,0,1,0,0,0
"3116","Melilotus_messanensis","Melilotus",1,0,1,0,0,0
"3117","Melilotus_neapolitanus","Melilotus",1,0,1,0,0,0
"3118","Melilotus_officinalis","Melilotus",1,0,0,6,0,0
"3119","Melilotus_polonicus","Melilotus",1,0,0,1,0,0
"3120","Melilotus_segetalis","Melilotus",1,0,1,0,0,0
"3121","Melilotus_speciosus","Melilotus",1,0,1,0,0,0
"3122","Melilotus_suaveolens","Melilotus",1,0,0,1,0,0
"3123","Melilotus_sulcatus","Melilotus",1,0,1,1,0,0
"3124","Melilotus_wolgicus","Melilotus",1,0,0,0,0,0
"3125","Melolobium_adenodes","Melolobium",1,1,0,0,0,0
"3126","Melolobium_aethiopicum","Melolobium",1,1,0,0,0,0
"3127","Melolobium_alpinum","Melolobium",1,1,0,0,0,0
"3128","Melolobium_calycinum","Melolobium",1,1,0,0,0,0
"3129","Melolobium_candicans","Melolobium",1,1,0,0,0,0
"3130","Melolobium_exudans","Melolobium",1,1,0,0,0,0
"3131","Melolobium_humile","Melolobium",1,1,0,0,0,0
"3132","Melolobium_microphyllum","Melolobium",1,1,0,0,0,0
"3133","Melolobium_obcordatum","Melolobium",1,1,0,0,0,0
"3134","Microberlinia_bisulcata","Microberlinia",0,1,0,0,0,0
"3135","Microcharis_angolensis","Microcharis",1,0,1,0,0,0
"3136","Microcharis_galpinii","Microcharis",1,0,1,0,0,0
"3137","Microcharis_latifolia","Microcharis",1,0,1,0,0,0
"3138","Microlobius_foetidus","Microlobius",1,1,0,0,0,1
"3139","Mildbraediodendron_excelsum","Mildbraediodendron",0,1,0,0,0,0
"3140","Millettia_dielsiana","Millettia",1,1,0,0,0,0
"3141","Millettia_dubia","Millettia",1,1,0,0,0,0
"3142","Millettia_duchesnei","Millettia",1,1,0,0,0,0
"3143","Millettia_dura","Millettia",1,1,0,3,0,0
"3144","Millettia_extensa","Millettia",1,1,0,7,0,0
"3145","Millettia_ferruginea","Millettia",1,1,0,0,0,0
"3146","Millettia_glaucescens","Millettia",1,1,0,0,0,0
"3147","Millettia_grandis","Millettia",1,1,0,3,0,0
"3148","Millettia_harmsiana","Millettia",1,1,0,0,0,0
"3149","Millettia_laurentii","Millettia",1,1,0,2,0,0
"3150","Millettia_macrophylla","Millettia",1,1,0,0,0,0
"3151","Millettia_nitida","Millettia",1,1,0,0,0,0
"3152","Millettia_stuhlmannii","Millettia",1,1,0,0,0,0
"3153","Millettia_thonningii","Millettia",1,1,0,2,0,0
"3154","Millettia_usaramensis","Millettia",1,1,0,0,0,0
"3155","Mimosa_aculeaticarpa","Mimosa",1,1,0,0,0,0
"3156","Mimosa_acutistipula","Mimosa",1,0.878787879,0.033333333,0,0,0
"3157","Mimosa_adenocarpa","Mimosa",1,0.878787879,0.033333333,0,0,0
"3158","Mimosa_affinis","Mimosa",1,1,0.033333333,0,0,0
"3159","Mimosa_albida","Mimosa",1,1,0,0,0,1
"3160","Mimosa_aparadensis","Mimosa",1,0.878787879,0.033333333,0,0,0
"3161","Mimosa_arenosa","Mimosa",1,1,0,0,0,0
"3162","Mimosa_artemisiana","Mimosa",1,0.878787879,0.033333333,0,0,0
"3163","Mimosa_bahamensis","Mimosa",1,1,0,0,0,0
"3164","Mimosa_benthamii","Mimosa",1,0.878787879,0.033333333,0,0,0
"3166","Mimosa_bimucronata","Mimosa",1,1,0,4,0,0
"3167","Mimosa_blanchetii","Mimosa",1,0.878787879,0.033333333,0,0,0
"3168","Mimosa_borealis","Mimosa",1,1,0,0,0,0
"3169","Mimosa_caesalpiniifolia","Mimosa",1,1,0,0,0,0
"3170","Mimosa_calodendron","Mimosa",1,0.878787879,0.033333333,0,0,0
"3171","Mimosa_campicola","Mimosa",1,0.878787879,0.033333333,0,0,0
"3172","Mimosa_camporum","Mimosa",1,1,0.033333333,0,0,0
"3173","Mimosa_casta","Mimosa",1,0.878787879,0.033333333,0,0,0
"3174","Mimosa_ceratonia","Mimosa",1,0.878787879,0.033333333,0,0,0
"3176","Mimosa_cordistipula","Mimosa",1,0.878787879,0.033333333,0,0,0
"3177","Mimosa_debilis","Mimosa",1,0.878787879,0.033333333,0,0,0
"3178","Mimosa_delicatula","Mimosa",1,1,0,1,0,0
"3179","Mimosa_depauperata","Mimosa",1,0.878787879,0.033333333,0,0,0
"3180","Mimosa_diplotricha","Mimosa",1,1,0,6,0,0
"3181","Mimosa_dormiens","Mimosa",1,1,0.033333333,0,0,0
"3182","Mimosa_dysocarpa","Mimosa",1,1,0,0,0,0
"3183","Mimosa_filipes","Mimosa",1,0.878787879,0.033333333,0,0,0
"3184","Mimosa_filipetiola","Mimosa",1,0.878787879,0.033333333,0,0,0
"3185","Mimosa_flagellaris","Mimosa",0,0.878787879,0.033333333,0,0,0
"3186","Mimosa_flocculosa","Mimosa",1,0.878787879,0.033333333,0,0,0
"3187","Mimosa_foliolosa","Mimosa",1,0.878787879,0.033333333,0,0,0
"3188","Mimosa_furfuracea","Mimosa",1,0.878787879,0.033333333,0,0,0
"3189","Mimosa_gemmulata","Mimosa",1,0.878787879,0.033333333,0,0,0
"3190","Mimosa_grahamii","Mimosa",0,1,0,0,0,0
"3191","Mimosa_guilandinae","Mimosa",1,0.878787879,0.033333333,0,0,1
"3192","Mimosa_hamata","Mimosa",1,1,0,3,0,0
"3193","Mimosa_hexandra","Mimosa",1,0.878787879,0.033333333,0,0,0
"3194","Mimosa_himalayana","Mimosa",1,1,0,4,0,0
"3195","Mimosa_hirsutissima","Mimosa",1,1,0,0,0,0
"3196","Mimosa_hondurana","Mimosa",1,0.878787879,0.033333333,0,0,0
"3197","Mimosa_hypoglauca","Mimosa",1,0.878787879,0.033333333,0,0,0
"3198","Mimosa_irrigua","Mimosa",1,0.878787879,0.033333333,0,0,1
"3199","Mimosa_lacerata","Mimosa",1,0.878787879,0.033333333,0,0,0
"3200","Mimosa_lactiflua","Mimosa",1,0.878787879,0.033333333,0,0,0
"3201","Mimosa_lanuginosa","Mimosa",1,0.878787879,0.033333333,0,0,0
"3202","Mimosa_latispinosa","Mimosa",1,1,0,0,0,0
"3204","Mimosa_lewisii","Mimosa",1,0.878787879,0.033333333,0,0,0
"3205","Mimosa_luisana","Mimosa",1,0.878787879,0.033333333,0,0,0
"3206","Mimosa_malacocarpa","Mimosa",1,0.878787879,0.033333333,0,0,0
"3207","Mimosa_melanocarpa","Mimosa",1,0.878787879,0.033333333,0,0,0
"3208","Mimosa_menabeensis","Mimosa",1,1,0,0,0,0
"3209","Mimosa_mensicola","Mimosa",1,0.878787879,0.033333333,0,0,0
"3210","Mimosa_mollis","Mimosa",1,0.878787879,0.033333333,0,0,0
"3211","Mimosa_monancistra","Mimosa",1,0.878787879,0.033333333,0,0,0
"3212","Mimosa_monticola","Mimosa",1,0.878787879,0.033333333,0,0,0
"3215","Mimosa_nuda","Mimosa",1,0.878787879,0.033333333,0,0,0
"3216","Mimosa_occidentalis","Mimosa",1,0.878787879,0.033333333,0,0,0
"3217","Mimosa_ophthalmocentra","Mimosa",1,0.878787879,0.033333333,0,0,0
"3218","Mimosa_orthocarpa","Mimosa",1,1,0,0,0,0
"3219","Mimosa_paludosa","Mimosa",1,0.878787879,0.033333333,0,0,0
"3220","Mimosa_pigra","Mimosa",1,1,0,3,0,0
"3222","Mimosa_polyantha","Mimosa",1,0.878787879,0.033333333,0,0,0
"3223","Mimosa_polycarpa","Mimosa",1,0.878787879,0.033333333,0,0,0
"3224","Mimosa_polydactyla","Mimosa",1,0,0,0,0,0
"3225","Mimosa_pseudosepiaria","Mimosa",1,0.878787879,0.033333333,0,0,0
"3226","Mimosa_pteridifolia","Mimosa",1,0.878787879,0.033333333,0,0,0
"3227","Mimosa_pudica","Mimosa",1,1,0,6,0,0
"3228","Mimosa_quadrivalvis","Mimosa",1,1,0,0,0,0
"3230","Mimosa_rhododactyla","Mimosa",1,0.878787879,0.033333333,0,0,0
