"","species","genus","fixer","woody","annual","uses_num_uses","Domatia","EFN"
"2321","Indigofera_burchellii","Indigofera",1,1,0.215277778,0,0,0
"2322","Indigofera_candicans","Indigofera",1,1,0,0,0,0
"2323","Indigofera_capillaris","Indigofera",1,0,0,0,0,0
"2324","Indigofera_caroliniana","Indigofera",1,1,0,0,0,0
"2325","Indigofera_cassioides","Indigofera",1,1,0,3,0,0
"2326","Indigofera_cecilii","Indigofera",1,0,0.215277778,0,0,0
"2327","Indigofera_chuniana","Indigofera",1,0.607594937,0.215277778,0,0,0
"2328","Indigofera_circinella","Indigofera",1,0,0,0,0,0
"2329","Indigofera_circinnata","Indigofera",1,1,0,0,0,0
"2330","Indigofera_comosa","Indigofera",1,0,0,0,0,0
"2332","Indigofera_confusa","Indigofera",1,1,0,0,0,0
"2333","Indigofera_cordifolia","Indigofera",1,0,1,3,0,0
"2334","Indigofera_cryptantha","Indigofera",1,1,0,0,0,0
"2335","Indigofera_cuneata","Indigofera",1,0,1,0,0,0
"2336","Indigofera_cuneifolia","Indigofera",1,1,0,0,0,0
"2337","Indigofera_cylindracea","Indigofera",1,1,0,0,0,0
"2338","Indigofera_cylindrica","Indigofera",1,1,0,0,0,0
"2339","Indigofera_cytisoides","Indigofera",1,1,0,0,0,0
"2340","Indigofera_daleoides","Indigofera",1,0,1,0,0,0
"2341","Indigofera_decora","Indigofera",1,1,0,1,0,0
"2342","Indigofera_delagoaensis","Indigofera",1,0,0,0,0,0
"2343","Indigofera_demissa","Indigofera",1,0,0,0,0,0
"2344","Indigofera_denudata","Indigofera",1,1,0,0,0,0
"2345","Indigofera_digitata","Indigofera",1,1,0.215277778,0,0,0
"2346","Indigofera_dimidiata","Indigofera",1,0,0.215277778,0,0,0
"2347","Indigofera_dosua","Indigofera",1,1,0,3,0,0
"2348","Indigofera_dregeana","Indigofera",1,1,0.215277778,0,0,0
"2349","Indigofera_dyeri","Indigofera",1,0,1,0,0,0
"2350","Indigofera_egens","Indigofera",1,0,0,0,0,0
"2351","Indigofera_emarginella","Indigofera",1,1,0,1,0,0
"2353","Indigofera_eriocarpa","Indigofera",1,1,0,0,0,0
"2354","Indigofera_erythrogramma","Indigofera",1,0,1,0,0,1
"2355","Indigofera_evansiana","Indigofera",1,0,0,0,0,0
"2356","Indigofera_eylesiana","Indigofera",1,0.607594937,0.215277778,0,0,0
"2357","Indigofera_fanshawei","Indigofera",1,0,1,0,0,0
"2358","Indigofera_filicaulis","Indigofera",1,1,0.215277778,0,0,0
"2359","Indigofera_filifolia","Indigofera",1,1,0,0,0,0
"2360","Indigofera_filiformis","Indigofera",1,1,0,0,0,0
"2361","Indigofera_filipes","Indigofera",1,0,1,0,0,0
"2362","Indigofera_flabellata","Indigofera",1,1,0,0,0,0
"2363","Indigofera_flavicans","Indigofera",1,0,0,0,0,0
"2364","Indigofera_foliosa","Indigofera",1,1,0,0,0,0
"2365","Indigofera_fortunei","Indigofera",1,0.607594937,0.215277778,0,0,0
"2366","Indigofera_frutescens","Indigofera",1,1,0,0,0,0
"2367","Indigofera_fulvopilosa","Indigofera",1,0,1,0,0,0
"2368","Indigofera_gairdnerae","Indigofera",1,0,1,0,0,0
"2370","Indigofera_galegoides","Indigofera",1,1,0,4,0,0
"2371","Indigofera_garckeana","Indigofera",1,1,0,0,0,0
"2373","Indigofera_glandulosa","Indigofera",1,1,0,5,0,0
"2374","Indigofera_glaucescens","Indigofera",1,1,0.215277778,0,0,0
"2375","Indigofera_glomerata","Indigofera",1,1,0,0,0,0
"2376","Indigofera_griseoides","Indigofera",1,1,1,0,0,0
"2377","Indigofera_hamiltonii","Indigofera",1,1,0,0,0,0
"2378","Indigofera_hebepetala","Indigofera",1,1,0,0,0,0
"2379","Indigofera_hedyantha","Indigofera",1,1,0,0,0,0
"2380","Indigofera_hendecaphylla","Indigofera",1,1,0,4,0,0
"2382","Indigofera_heterophylla","Indigofera",1,1,0,0,0,0
"2383","Indigofera_heterotricha","Indigofera",1,0,0,0,0,0
"2384","Indigofera_hewittii","Indigofera",1,0.607594937,0.215277778,0,0,0
"2385","Indigofera_hilaris","Indigofera",1,1,0,0,0,0
"2386","Indigofera_himalayensis","Indigofera",1,1,0,0,0,0
"2387","Indigofera_hirsuta","Indigofera",1,1,0,5,0,0
"2388","Indigofera_hispida","Indigofera",1,1,0,0,0,0
"2389","Indigofera_holubii","Indigofera",1,0,1,0,0,0
"2390","Indigofera_humifusa","Indigofera",1,1,0.215277778,0,0,0
"2391","Indigofera_incana","Indigofera",1,1,0,0,0,0
"2392","Indigofera_ingrata","Indigofera",1,0,0,0,0,0
"2393","Indigofera_inhambanensis","Indigofera",1,0,0,0,0,1
"2394","Indigofera_kirilowii","Indigofera",1,1,0,2,0,0
"2396","Indigofera_langebergensis","Indigofera",1,1,0,0,0,0
"2397","Indigofera_lespedezioides","Indigofera",1,1,0,0,0,0
"2398","Indigofera_linifolia","Indigofera",1,0,0,5,0,0
"2399","Indigofera_litoralis","Indigofera",1,0.607594937,0.215277778,0,0,0
"2400","Indigofera_livingstoniana","Indigofera",1,1,0,0,0,0
"2401","Indigofera_longibarbata","Indigofera",1,0,0,0,0,0
"2402","Indigofera_lupatana","Indigofera",1,1,0,0,0,0
"2403","Indigofera_lyallii","Indigofera",1,1,0,1,0,0
"2404","Indigofera_maritima","Indigofera",1,0,0,0,0,0
"2405","Indigofera_mauritanica","Indigofera",1,1,0,0,0,0
"2406","Indigofera_melanadenia","Indigofera",1,1,0,0,0,0
"2407","Indigofera_meyeriana","Indigofera",1,1,0,0,0,0
"2408","Indigofera_microcarpa","Indigofera",1,0,0,0,0,0
"2409","Indigofera_mimosoides","Indigofera",1,0,1,0,0,0
"2410","Indigofera_miniata","Indigofera",1,1,0,0,0,0
"2411","Indigofera_mollicoma","Indigofera",1,0,0,0,0,0
"2412","Indigofera_monantha","Indigofera",1,0,1,0,0,1
"2415","Indigofera_nigromontana","Indigofera",1,1,0,0,0,0
"2416","Indigofera_nummulariifolia","Indigofera",1,1,0,1,0,0
"2417","Indigofera_oblongifolia","Indigofera",1,1,0,2,0,0
"2418","Indigofera_ormocarpoides","Indigofera",1,1,0,0,0,0
"2419","Indigofera_ovata","Indigofera",1,1,0,0,0,0
"2420","Indigofera_oxalidea","Indigofera",1,0,0,0,0,0
"2421","Indigofera_oxytropis","Indigofera",1,0,0,0,0,0
"2423","Indigofera_podophylla","Indigofera",1,1,0,0,0,0
"2424","Indigofera_poliotes","Indigofera",1,1,0.215277778,0,0,0
"2425","Indigofera_pongolana","Indigofera",1,0,0,0,0,0
"2426","Indigofera_porrecta","Indigofera",1,1,0.215277778,0,0,0
"2427","Indigofera_pratensis","Indigofera",1,0.607594937,0.215277778,0,0,0
"2428","Indigofera_praticola","Indigofera",1,0,1,0,0,0
"2429","Indigofera_procumbens","Indigofera",1,0,0,0,0,0
"2430","Indigofera_prostrata","Indigofera",1,0,1,1,0,0
"2431","Indigofera_pseudotinctoria","Indigofera",1,1,0,3,0,0
"2432","Indigofera_psoraloides","Indigofera",1,1,0,0,0,0
"2433","Indigofera_pulchra","Indigofera",1,1,1,1,0,0
"2434","Indigofera_rautanenii","Indigofera",1,1,0,0,0,0
"2435","Indigofera_reducta","Indigofera",1,1,0,0,0,0
"2436","Indigofera_reticulata","Indigofera",1,1,0,0,0,0
"2437","Indigofera_rhynchocarpa","Indigofera",1,1,0,0,0,0
"2438","Indigofera_rhytidocarpa","Indigofera",1,0,1,0,0,0
"2439","Indigofera_ripae","Indigofera",1,0,0,0,0,0
"2440","Indigofera_rostrata","Indigofera",1,0,0,0,0,0
"2441","Indigofera_sanguinea","Indigofera",1,0,0,0,0,0
"2442","Indigofera_schimperi","Indigofera",1,1,0,1,0,0
"2443","Indigofera_schinzii","Indigofera",1,1,0,0,0,0
"2444","Indigofera_senegalensis","Indigofera",1,0,1,0,0,0
"2445","Indigofera_sessiliflora","Indigofera",1,0,1,0,0,0
"2446","Indigofera_sessilifolia","Indigofera",1,1,0,1,0,0
"2447","Indigofera_setiflora","Indigofera",1,0,1,0,0,0
"2448","Indigofera_sordida","Indigofera",1,1,0,0,0,0
"2449","Indigofera_sphaerocarpa","Indigofera",1,1,0,0,0,0
"2450","Indigofera_spicata","Indigofera",1,0,0,4,0,0
"2451","Indigofera_stenophylla","Indigofera",1,0,1,0,0,0
"2452","Indigofera_stricta","Indigofera",1,1,0,0,0,0
"2453","Indigofera_strobilifera","Indigofera",1,0,1,0,0,1
"2455","Indigofera_subcorymbosa","Indigofera",1,1,0,0,0,0
"2456","Indigofera_subulifera","Indigofera",1,0,1,0,0,0
"2458","Indigofera_suffruticosa","Indigofera",1,1,0,7,0,0
"2459","Indigofera_sulcata","Indigofera",1,1,0,0,0,0
"2460","Indigofera_swaziensis","Indigofera",1,1,0,0,0,0
"2462","Indigofera_tenuis","Indigofera",1,0,1,0,0,0
"2463","Indigofera_tenuissima","Indigofera",1,0,1,0,0,0
"2464","Indigofera_tinctoria","Indigofera",1,1,0,6,0,0
"2465","Indigofera_tomentosa","Indigofera",1,1,0.215277778,0,0,0
"2466","Indigofera_torulosa","Indigofera",1,0,0,0,0,0
"2467","Indigofera_tristis","Indigofera",1,1,0.215277778,0,0,0
"2468","Indigofera_tristoides","Indigofera",1,0,0,0,0,0
"2470","Indigofera_velutina","Indigofera",1,1,0,0,0,0
"2471","Indigofera_vicioides","Indigofera",1,0,1,0,0,0
"2472","Indigofera_viscidissima","Indigofera",1,0,1,0,0,0
"2475","Indigofera_wildiana","Indigofera",1,1,0,0,0,0
"2476","Indigofera_williamsonii","Indigofera",1,1,0,0,0,0
"2478","Indigofera_woodii","Indigofera",1,1,0,0,0,0
"2479","Indigofera_zeyheri","Indigofera",1,1,0.215277778,0,0,0
"2480","Indigofera_zollingeriana","Indigofera",1,1,0,2,0,0
"2481","Indopiptadenia_oudhensis","Indopiptadenia",1,1,0,2,0,0
"2483","Inga_acreana","Inga",1,1,0,0,0,1
"2484","Inga_acrocephala","Inga",1,1,0,1,0,0
"2485","Inga_acuminata","Inga",1,1,0,0,0,1
"2488","Inga_alba","Inga",1,1,0,0,0,1
"2489","Inga_altissima","Inga",1,1,0,0,0,0
"2491","Inga_bahiensis","Inga",1,1,0,0,0,0
"2492","Inga_blanchetiana","Inga",1,1,0,0,0,0
"2495","Inga_brachystachya","Inga",1,1,0,0,0,0
"2497","Inga_calantha","Inga",1,1,0,0,0,0
"2498","Inga_capitata","Inga",1,1,0,0,0,1
"2499","Inga_cayennensis","Inga",1,1,0,0,0,1
"2501","Inga_chocoensis","Inga",1,1,0,0,0,0
"2502","Inga_cinnamomea","Inga",1,1,0,0,0,1
"2504","Inga_codonantha","Inga",1,1,0,0,0,1
"2505","Inga_cordatoalata","Inga",1,1,0,0,0,1
"2506","Inga_cordistipula","Inga",1,1,0,0,0,0
"2507","Inga_densiflora","Inga",1,1,0,0,0,1
"2508","Inga_disticha","Inga",1,1,0,0,0,0
"2509","Inga_duckei","Inga",1,1,0,0,0,0
"2510","Inga_edulis","Inga",1,1,0,3,0,1
"2512","Inga_fanchoniana","Inga",1,1,0,0,0,1
"2513","Inga_fastuosa","Inga",1,1,0,0,0,0
"2516","Inga_graciliflora","Inga",1,1,0,0,0,0
"2517","Inga_gracilifolia","Inga",1,1,0,0,0,0
"2518","Inga_hayesii","Inga",1,1,0,0,0,1
"2519","Inga_heterophylla","Inga",1,1,0,0,0,1
"2520","Inga_hispida","Inga",1,1,0,0,0,0
"2521","Inga_huberi","Inga",1,1,0,0,0,1
"2522","Inga_ingoides","Inga",1,1,0,0,0,0
"2523","Inga_jinicuil","Inga",1,1,0,0,0,0
"2524","Inga_lateriflora","Inga",1,1,0,0,0,0
"2525","Inga_laurina","Inga",1,1,0,1,0,1
"2526","Inga_leiocalycina","Inga",1,1,0,0,0,1
"2527","Inga_lentiscifolia","Inga",1,1,0,0,0,0
"2528","Inga_longiflora","Inga",1,1,0,0,0,0
"2530","Inga_luschnathiana","Inga",1,1,0,0,0,0
"2531","Inga_macrophylla","Inga",1,1,0,0,0,0
"2533","Inga_maritima","Inga",1,1,0,0,0,0
"2534","Inga_microcalyx","Inga",1,1,0,0,0,0
"2536","Inga_mortoniana","Inga",1,1,0,0,0,1
"2540","Inga_nobilis","Inga",1,1,0,0,0,1
"2541","Inga_nuda","Inga",1,1,0,0,0,0
"2542","Inga_obidensis","Inga",1,1,0,0,0,0
"2543","Inga_oerstediana","Inga",1,1,0,0,0,0
"2547","Inga_panurensis","Inga",1,1,0,0,0,0
"2548","Inga_paraensis","Inga",1,1,0,0,0,1
"2549","Inga_paterno","Inga",1,1,0,0,0,1
"2551","Inga_pavoniana","Inga",1,1,0,0,0,1
"2552","Inga_pezizifera","Inga",1,1,0,0,0,1
"2553","Inga_pilosula","Inga",1,1,0,0,0,0
"2555","Inga_punctata","Inga",1,1,0,0,0,1
"2557","Inga_rubiginosa","Inga",1,1,0,0,0,0
"2563","Inga_sertulifera","Inga",1,1,0,0,0,0
"2564","Inga_sessilis","Inga",1,1,0,0,0,1
"2566","Inga_spectabilis","Inga",1,1,0,0,0,1
"2567","Inga_splendens","Inga",1,1,0,0,0,0
"2570","Inga_stipularis","Inga",1,1,0,0,0,1
"2573","Inga_thibaudiana","Inga",1,1,0,0,0,0
"2576","Inga_tonduzii","Inga",0,1,0,0,0,0
"2578","Inga_umbellifera","Inga",1,1,0,0,0,1
"2581","Inga_uraguensis","Inga",1,1,0,0,0,0
"2583","Inga_velutina","Inga",1,1,0,0,0,1
"2584","Inga_vera","Inga",1,1,0,0,0,1
"2587","Inga_vulpina","Inga",1,1,0,0,0,1
"2589","Inocarpus_fagifer","Inocarpus",1,1,0,2,0,0
"2590","Intsia_palembanica","Intsia",0,1,0,1,0,0
"2591","Isoberlinia_angolensis","Isoberlinia",0,1,0,0,0,0
"2592","Isotropis_atropurpurea","Isotropis",1,1,0,2,0,0
"2593","Isotropis_cuneifolia","Isotropis",1,1,0,0,0,0
"2594","Isotropis_juncea","Isotropis",1,1,0,0,0,0
"2595","Jacksonia_capitata","Jacksonia",1,1,0,0,0,0
"2596","Jacksonia_dilatata","Jacksonia",1,1,0,0,0,0
"2597","Jacksonia_floribunda","Jacksonia",1,1,0,1,0,0
"2598","Jacksonia_furcellata","Jacksonia",1,1,0,1,0,0
"2599","Jacksonia_hakeoides","Jacksonia",1,1,0,0,0,0
"2600","Jacksonia_horrida","Jacksonia",1,1,0,0,0,0
"2601","Jacksonia_scoparia","Jacksonia",1,1,0,2,0,0
"2602","Jacksonia_sericea","Jacksonia",1,1,0,1,0,0
"2603","Jacksonia_spinosa","Jacksonia",1,1,0,0,0,0
"2604","Jacksonia_sternbergiana","Jacksonia",1,1,0,1,0,0
"2605","Julbernardia_globiflora","Julbernardia",0,1,0,4,0,0
"2606","Julbernardia_paniculata","Julbernardia",0,1,0,2,0,0
"2607","Kebirita_roudairei","Kebirita",1,0,0,0,0,0
"2608","Kennedia_beckxiana","Kennedia",1,0.857142857,0,0,0,0
"2609","Kennedia_carinata","Kennedia",1,1,0,0,0,0
"2610","Kennedia_coccinea","Kennedia",1,1,0,0,0,0
"2611","Kennedia_eximia","Kennedia",1,0.857142857,0,0,0,0
"2612","Kennedia_glabrata","Kennedia",1,0.857142857,0,0,0,0
"2613","Kennedia_nigricans","Kennedia",1,1,0,1,0,0
"2614","Kennedia_prorepens","Kennedia",1,1,0,0,0,0
"2615","Kennedia_prostrata","Kennedia",1,0,0,0,0,0
"2616","Kennedia_rubicunda","Kennedia",1,1,0,2,0,0
"2617","Kennedia_stirlingii","Kennedia",1,1,0,0,0,0
"2618","Koompassia_malaccensis","Koompassia",0,1,0,1,0,0
"2619","Kotschya_capitulifera","Kotschya",1,0,1,0,0,0
"2620","Kotschya_scaberrima","Kotschya",1,1,0,0,0,0
"2621","Kotschya_speciosa","Kotschya",1,1,0,0,0,0
"2622","Kotschya_strigosa","Kotschya",1,1,0,1,0,0
"2623","Kotschya_strobilantha","Kotschya",1,1,0,0,0,0
"2624","Kotschya_thymodora","Kotschya",1,1,0,0,0,0
"2625","Kummerowia_stipulacea","Kummerowia",1,0,1,5,0,0
"2626","Kummerowia_striata","Kummerowia",1,1,0,6,0,0
"2627","Lablab_purpureus","Lablab",1,1,0,7,0,0
"2630","Laburnum_alpinum","Laburnum",1,1,0,2,0,0
"2631","Laburnum_anagyroides","Laburnum",1,1,0,2,0,0
"2632","Lamprolobium_fruticosum","Lamprolobium",1,1,0,1,0,0
"2633","Lathyrus_angulatus","Lathyrus",1,0,1,0,0,0
"2634","Lathyrus_annuus","Lathyrus",1,0,1,4,0,0
"2635","Lathyrus_aphaca","Lathyrus",1,0,1,5,0,0
"2636","Lathyrus_brachycalyx","Lathyrus",1,0,0,0,0,0
"2637","Lathyrus_cicera","Lathyrus",1,0,1,6,0,0
"2638","Lathyrus_clymenum","Lathyrus",1,0,1,1,0,0
"2639","Lathyrus_davidii","Lathyrus",1,0,0,2,0,0
"2640","Lathyrus_emodi","Lathyrus",1,0,0,0,0,0
"2641","Lathyrus_eucosmus","Lathyrus",1,0,0,0,0,0
"2642","Lathyrus_graminifolius","Lathyrus",1,0,0,0,0,0
"2643","Lathyrus_hirsutus","Lathyrus",1,0,1,3,0,0
"2644","Lathyrus_humilis","Lathyrus",1,0,0,1,0,0
"2645","Lathyrus_inconspicuus","Lathyrus",1,0,1,1,0,0
"2646","Lathyrus_japonicus","Lathyrus",1,0,0,4,0,0
"2647","Lathyrus_jepsonii","Lathyrus",1,0,0,0,0,0
"2648","Lathyrus_komarovii","Lathyrus",1,0,0,0,0,0
"2649","Lathyrus_lanszwertii","Lathyrus",1,0,0,0,0,0
"2650","Lathyrus_latifolius","Lathyrus",1,0,0,3,0,0
"2651","Lathyrus_leptophyllus","Lathyrus",1,0,1,0,0,0
"2652","Lathyrus_linifolius","Lathyrus",1,0,0,2,0,0
"2653","Lathyrus_littoralis","Lathyrus",1,0,0,0,0,0
"2654","Lathyrus_magellanicus","Lathyrus",1,0,0,0,0,0
"2655","Lathyrus_marmoratus","Lathyrus",1,0,1,0,0,0
"2656","Lathyrus_nevadensis","Lathyrus",1,0,0,0,0,0
"2657","Lathyrus_niger","Lathyrus",1,0,0,4,0,0
"2658","Lathyrus_nissolia","Lathyrus",1,0,1,1,0,0
"2659","Lathyrus_numidicus","Lathyrus",1,0,1,0,0,0
"2660","Lathyrus_ochroleucus","Lathyrus",1,0,0,0,0,0
"2661","Lathyrus_ochrus","Lathyrus",1,0,1,2,0,0
"2662","Lathyrus_odoratus","Lathyrus",1,0,1,3,0,0
"2663","Lathyrus_palustris","Lathyrus",1,0,0,1,0,0
"2664","Lathyrus_pisiformis","Lathyrus",1,0,0,2,0,0
"2665","Lathyrus_polymorphus","Lathyrus",1,0,0,0,0,0
"2666","Lathyrus_pratensis","Lathyrus",1,0,0,3,0,0
"2667","Lathyrus_pseudocicera","Lathyrus",1,0,1,0,0,0
"2668","Lathyrus_pusillus","Lathyrus",1,0,1,2,0,0
"2669","Lathyrus_sativus","Lathyrus",1,0,1,7,0,0
"2670","Lathyrus_sphaericus","Lathyrus",1,0,1,1,0,0
"2671","Lathyrus_sylvestris","Lathyrus",1,0,0,4,0,0
"2672","Lathyrus_tingitanus","Lathyrus",1,0,1,2,0,0
"2673","Lathyrus_tuberosus","Lathyrus",1,0,0,5,0,0
"2674","Lathyrus_venosus","Lathyrus",1,0,0,1,0,0
"2675","Lathyrus_vernus","Lathyrus",1,0,0,3,0,0
"2676","Latrobea_hirtella","Latrobea",1,1,0,0,0,0
"2677","Lebeckia_ambigua","Lebeckia",1,1,0,0,0,0
"2678","Lebeckia_cinerea","Lebeckia",1,1,0,0,0,0
"2679","Lebeckia_cytisoides","Lebeckia",1,1,0,0,0,0
"2680","Lebeckia_gracilis","Lebeckia",1,1,0,0,0,0
"2681","Lebeckia_halenbergensis","Lebeckia",1,1,0,0,0,0
"2682","Lebeckia_linearifolia","Lebeckia",1,1,0,0,0,0
"2683","Lebeckia_meyeriana","Lebeckia",1,0,0,0,0,0
"2684","Lebeckia_multiflora","Lebeckia",1,1,0,0,0,0
"2685","Lebeckia_pauciflora","Lebeckia",1,1,0,0,0,0
"2686","Lebeckia_plukenetiana","Lebeckia",1,0,0,0,0,0
"2687","Lebeckia_pungens","Lebeckia",1,1,0,0,0,0
"2688","Lebeckia_sepiaria","Lebeckia",1,0,0,0,0,0
"2689","Lebeckia_sericea","Lebeckia",1,1,0,0,0,0
"2690","Lebeckia_simsiana","Lebeckia",1,1,0,0,0,0
"2691","Lebeckia_spinescens","Lebeckia",1,1,0,0,0,0
"2692","Lebeckia_wrightii","Lebeckia",1,1,0,0,0,0
"2693","Lecointea_amazonica","Lecointea",0,1,0,0,0,0
"2694","Lens_culinaris","Lens",1,0,0,4,0,0
"2695","Lens_ervoides","Lens",1,0,1,0,0,0
"2696","Lens_nigricans","Lens",1,0,1,1,0,0
"2698","Leptoderris_nobilis","Leptoderris",1,1,0,1,0,0
"2699","Leptosema_chambersii","Leptosema",1,1,0,0,0,0
"2700","Lespedeza_angustifolia","Lespedeza",1,0,0,0,0,0
"2701","Lespedeza_bicolor","Lespedeza",1,1,0,3,0,0
"2702","Lespedeza_buergeri","Lespedeza",1,1,0,2,0,0
"2703","Lespedeza_capitata","Lespedeza",1,0,0,0,0,0
"2704","Lespedeza_caraganae","Lespedeza",1,0.5,0,0,0,0
"2705","Lespedeza_chinensis","Lespedeza",1,0.5,0,0,0,0
"2706","Lespedeza_cyrtobotrya","Lespedeza",1,1,0,3,0,0
"2707","Lespedeza_davidii","Lespedeza",1,1,0,0,0,0
"2708","Lespedeza_floribunda","Lespedeza",1,1,0,0,0,0
"2709","Lespedeza_hirta","Lespedeza",1,0,0,0,0,0
"2710","Lespedeza_homoloba","Lespedeza",1,1,0,2,0,0
"2711","Lespedeza_inschanica","Lespedeza",1,0.5,0,0,0,0
"2712","Lespedeza_intermedia","Lespedeza",1,0,0,0,0,0
"2713","Lespedeza_japonica","Lespedeza",1,1,0,1,0,0
"2714","Lespedeza_juncea","Lespedeza",1,1,0,4,0,0
"2715","Lespedeza_leptostachya","Lespedeza",1,0,0,0,0,0
"2716","Lespedeza_maximowiczii","Lespedeza",1,1,0,1,0,0
"2717","Lespedeza_melanantha","Lespedeza",1,1,0,1,0,0
"2718","Lespedeza_pilosa","Lespedeza",1,0,0,0,0,0
"2719","Lespedeza_procumbens","Lespedeza",1,0,0,0,0,0
"2720","Lespedeza_pubescens","Lespedeza",1,0.5,0,0,0,0
"2721","Lespedeza_repens","Lespedeza",1,0,0,0,0,0
"2722","Lespedeza_stuevei","Lespedeza",1,0,0,0,0,0
"2723","Lespedeza_thunbergii","Lespedeza",1,1,0,1,0,0
"2724","Lespedeza_tomentosa","Lespedeza",1,1,0,2,0,0
"2725","Lespedeza_violacea","Lespedeza",1,0,0,0,0,0
"2726","Lespedeza_virgata","Lespedeza",1,0,0,1,0,0
"2727","Lespedeza_virginica","Lespedeza",1,0,0,0,0,0
"2728","Lessertia_affinis","Lessertia",1,0,0,0,0,0
"2729","Lessertia_annularis","Lessertia",1,0,0,0,0,0
"2730","Lessertia_benguellensis","Lessertia",1,0,0,0,0,0
"2731","Lessertia_brachypus","Lessertia",1,1,0,0,0,0
"2732","Lessertia_brachystachya","Lessertia",1,0,0,0,0,0
"2733","Lessertia_capitata","Lessertia",1,0,0,0,0,0
"2734","Lessertia_depressa","Lessertia",1,0,0,0,0,0
"2735","Lessertia_diffusa","Lessertia",1,0,0,0,0,0
"2736","Lessertia_emarginata","Lessertia",1,0,0,0,0,0
"2737","Lessertia_excisa","Lessertia",1,0,0,0,0,0
"2738","Lessertia_falciformis","Lessertia",1,0,0,0,0,0
"2739","Lessertia_harveyana","Lessertia",1,0,0,0,0,0
"2740","Lessertia_herbacea","Lessertia",1,0,1,0,0,0
"2741","Lessertia_incana","Lessertia",1,0,0,0,0,0
"2742","Lessertia_inflata","Lessertia",1,0,0,0,0,0
"2743","Lessertia_macrostachya","Lessertia",1,0,0,0,0,0
"2744","Lessertia_pauciflora","Lessertia",1,0,0,0,0,0
"2745","Lessertia_perennans","Lessertia",1,0,0,0,0,0
"2746","Lessertia_rigida","Lessertia",1,1,0,0,0,0
"2747","Lessertia_spinescens","Lessertia",1,1,0,0,0,0
"2748","Lessertia_stenoloba","Lessertia",1,0,0,0,0,0
"2749","Lessertia_stricta","Lessertia",1,0,0,0,0,0
"2750","Lessertia_thodei","Lessertia",1,0,0,0,0,0
"2751","Lessertia_tomentosa","Lessertia",1,0,0,0,0,0
"2752","Leucaena_collinsii","Leucaena",1,1,0,0,0,0
"2753","Leucaena_cuspidata","Leucaena",1,1,0,1,0,0
"2754","Leucaena_diversifolia","Leucaena",1,1,0,2,0,0
"2755","Leucaena_esculenta","Leucaena",1,1,0,2,0,1
"2756","Leucaena_greggii","Leucaena",1,1,0,1,0,0
"2757","Leucaena_involucrata","Leucaena",1,1,0,0,0,0
"2758","Leucaena_lanceolata","Leucaena",1,1,0,0,0,0
"2759","Leucaena_lempirana","Leucaena",1,1,0,1,0,0
"2760","Leucaena_leucocephala","Leucaena",1,1,0,9,0,1
"2761","Leucaena_macrophylla","Leucaena",1,1,0,0,0,0
"2762","Leucaena_magnifica","Leucaena",1,1,0,2,0,0
"2763","Leucaena_multicapitula","Leucaena",1,1,0,1,0,1
"2764","Leucaena_pulverulenta","Leucaena",1,1,0,4,0,0
"2765","Leucaena_retusa","Leucaena",1,1,0,0,0,1
"2766","Leucaena_salvadorensis","Leucaena",1,1,0,1,0,0
"2767","Leucaena_shannonii","Leucaena",1,1,0,2,0,0
"2769","Leucaena_trichandra","Leucaena",1,1,0,2,0,0
"2770","Leucaena_trichodes","Leucaena",1,1,0,3,0,0
"2771","Leucomphalos_callicarpus","Leucomphalos",0,1,0,0,0,0
"2772","Leucomphalos_capparideus","Leucomphalos",0,1,0,0,0,0
"2774","Liparia_parva","Liparia",1,1,0,0,0,0
"2775","Liparia_splendens","Liparia",1,1,0,0,0,0
"2776","Loesenera_talbotii","Loesenera",0,1,0,0,0,0
"2777","Lonchocarpus_atropurpureus","Lonchocarpus",1,1,0,0,0,0
"2778","Lonchocarpus_bussei","Lonchocarpus",1,1,0,1,0,0
"2779","Lonchocarpus_campestris","Lonchocarpus",1,1,0,0,0,0
"2780","Lonchocarpus_capassa","Lonchocarpus",1,1,0,3,0,0
"2781","Lonchocarpus_constrictus","Lonchocarpus",1,1,0,0,0,0
"2782","Lonchocarpus_domingensis","Lonchocarpus",1,1,0,0,0,0
"2783","Lonchocarpus_eriocalyx","Lonchocarpus",1,1,0,1,0,0
"2784","Lonchocarpus_eriocarinalis","Lonchocarpus",1,1,0,0,0,0
"2785","Lonchocarpus_filipes","Lonchocarpus",1,1,0,0,0,0
"2786","Lonchocarpus_guatemalensis","Lonchocarpus",1,1,0,1,0,0
"2787","Lonchocarpus_guillemineanus","Lonchocarpus",1,1,0,0,0,0
"2788","Lonchocarpus_heptaphyllus","Lonchocarpus",1,1,0,1,0,0
"2789","Lonchocarpus_macrocarpus","Lonchocarpus",1,1,0,0,0,0
"2790","Lonchocarpus_macrophyllus","Lonchocarpus",1,1,0,0,0,0
"2791","Lonchocarpus_muehlbergianus","Lonchocarpus",1,1,0,0,0,0
"2792","Lonchocarpus_nelsii","Lonchocarpus",1,1,0,0,0,0
"2793","Lonchocarpus_nitidus","Lonchocarpus",1,1,0,0,0,0
"2794","Lonchocarpus_punctatus","Lonchocarpus",1,1,0,0,0,0
"2795","Lonchocarpus_sericeus","Lonchocarpus",1,1,0,4,0,0
"2796","Lonchocarpus_violaceus","Lonchocarpus",1,1,0,0,0,0
