Species count,Family,Genus,Species,Common Name,Plant Type,Geographic Location,Nectary Location,Ecological Study,Reference,Notes,genus species,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,thomasii,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros thomasii,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,verae-crusis,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba,Diospyros verae-crusis,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,vignei,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros vignei,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,villosa,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros villosa,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,virginiana,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros virginiana,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,virginis,,,,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932,name correct?,Diospyros virginis,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,whyteans,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984",Diospyros whyteans,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,xishuangbannoensis,,,"Yunnan, China",lamina lower side,,Liu and Chen 2011,,Diospyros xishuangbannoensis,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,yatesiana,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros yatesiana,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,zenkeri,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba,Diospyros zenkeri,,,,,,,,,,,,,,,,
1,Ebenaceae,Euclea,acutifolia,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Euclea acutifolia,,,,,,,,,,,,,,,,
1,Ebenaceae,Euclea,crispa,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Euclea crispa,,,,,,,,,,,,,,,,
1,Ebenaceae,Euclea,divinorum,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Euclea divinorum,,,,,,,,,,,,,,,,
1,Ebenaceae,Euclea,kellau,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Euclea kellau,,,,,,,,,,,,,,,,
1,Ebenaceae,Euclea,lanceolata,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Euclea lanceolata,,,,,,,,,,,,,,,,
1,Ebenaceae,Euclea,natalensis,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Euclea natalensis,,,,,,,,,,,,,,,,
1,Ebenaceae,Euclea,ovata,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Euclea ovata,,,,,,,,,,,,,,,,
1,Ebenaceae,Euclea,pseudoebenus,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Euclea pseudoebenus,,,,,,,,,,,,,,,,
1,Ebenaceae,Euclea,racemosa,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Euclea racemosa,,,,,,,,,,,,,,,,
1,Ebenaceae,Euclea,schiperi,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Euclea schiperi,,,,,,,,,,,,,,,,
1,Ebenaceae,Euclea,undulata var.myrtina,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,not all varieties of Euclea undulata have nectaries Contreras and Lersten 1984,Euclea undulata var.myrtina,,,,,,,,,,,,,,,,
1,Ebenaceae,Lissocarpa,benthamii,,,South  America,leaf underside,,Wallnofer 2004,,Lissocarpa benthamii,,,,,,,,,,,,,,,,
1,Ebenaceae,Lissocarpa,guianensis,,,Guyana,leaf underside,,Wallnofer 2004,,Lissocarpa guianensis,,,,,,,,,,,,,,,,
1,Ebenaceae,Lissocarpa,jensonii,,,Peru,leaf underside,,Wallnofer 2004,,Lissocarpa jensonii,,,,,,,,,,,,,,,,
1,Ebenaceae,Lissocarpa,kating,,,South  America,leaf underside,,Wallnofer 2004,,Lissocarpa kating,,,,,,,,,,,,,,,,
1,Ebenaceae,Lissocarpa,ronliesneri,,,Ecuador,leaf underside,,Wallnofer 2004,,Lissocarpa ronliesneri,,,,,,,,,,,,,,,,
1,Ebenaceae,Lissocarpa,stenocarpa,,,Venezuela,leaf underside,,Wallnofer 2004,,Lissocarpa stenocarpa,,,,,,,,,,,,,,,,
1,Ebenaceae,Lissocarpa,tetramera,,,Peru,leaf underside,,Wallnofer 2004,,Lissocarpa tetramera,,,,,,,,,,,,,,,,
1,Ebenaceae,Lissocarpa,uyat,,,Peru,leaf underside,,Wallnofer 2004,,Lissocarpa uyat,,,,,,,,,,,,,,,,
1,Ericaceae,Cavendishia,aberans,,shrub,Panama,floral bracts,,Luteyn 1983,"""milky white exudate [from glands on buds] in Cavedishia ser. Lactiviscidae often attract ants and other dipteran organisms (Luteyn, 1980) and in these species the glands may function as a nectary. Another possibility is that the exudate may have antimicrobial activity [...quoting Harborne 1977]"" -- Luteyn 1983",Cavendishia aberans,,,,,,,,,,,,,,,,
1,Ericaceae,Cavendishia,albopicata,,shrub or epiphyte,Colombia,rachis of inflorescence; calyx,,Luteyn 1983,"""milky white exudate [from glands on buds] in Cavedishia ser. Lactiviscidae often attract ants and other dipteran organisms (Luteyn, 1980) and in these species the glands may function as a nectary. Another possibility is that the exudate may have antimicrobial activity [...quoting Harborne 1977]"" -- Luteyn 1983",Cavendishia albopicata,,,,,,,,,,,,,,,,
1,Ericaceae,Cavendishia,arizonensis,,shrub,Panama,leaves; rachis of inflorescence,,Luteyn 1983,"""milky white exudate [from glands on buds] in Cavedishia ser. Lactiviscidae often attract ants and other dipteran organisms (Luteyn, 1980) and in these species the glands may function as a nectary. Another possibility is that the exudate may have antimicrobial activity [...quoting Harborne 1977]"" -- Luteyn 1983",Cavendishia arizonensis,,,,,,,,,,,,,,,,
1,Ericaceae,Cavendishia,chiriquiensis,,shrub or epiphyte,Panama,rachis of inflorescence;calyx,,Luteyn 1983,"""milky white exudate [from glands on buds] in Cavedishia ser. Lactiviscidae often attract ants and other dipteran organisms (Luteyn, 1980) and in these species the glands may function as a nectary. Another possibility is that the exudate may have antimicrobial activity [...quoting Harborne 1977]"" -- Luteyn 1983",Cavendishia chiriquiensis,,,,,,,,,,,,,,,,
1,Ericaceae,Cavendishia,ciliata,,epiphytic shrub,Costa Rica,rachis of inflorescence; calyx,,Luteyn 1983,"""milky white exudate [from glands on buds] in Cavedishia ser. Lactiviscidae often attract ants and other dipteran organisms (Luteyn, 1980) and in these species the glands may function as a nectary. Another possibility is that the exudate may have antimicrobial activity [...quoting Harborne 1977]"" -- Luteyn 1983",Cavendishia ciliata,,,,,,,,,,,,,,,,
1,Ericaceae,Cavendishia,coccinea,,epiphytic shrub,Colombia,"leaf edge, calyx edge",,Luteyn 1983,"""milky white exudate [from glands on buds] in Cavedishia ser. Lactiviscidae often attract ants and other dipteran organisms (Luteyn, 1980) and in these species the glands may function as a nectary. Another possibility is that the exudate may have antimicrobial activity [...quoting Harborne 1977]"" -- Luteyn 1983",Cavendishia coccinea,,,,,,,,,,,,,,,,
1,Ericaceae,Cavendishia,fortunensis,,epiphytic s,Panama,leaves; rac,,Luteyn 1983,"""milky white exudate [from glands on buds] in Cavedishia ser. Lactiviscidae often attract ants and other dipteran organisms (Luteyn, 1980) and in these species the glands may function as a nectary. Another possibility is that the exudate may have antimicrobial activity [...quoting Harborne 1977]"" -- Luteyn 1983",Cavendishia fortunensis,,,,,,,,,,,,,,,,
1,Ericaceae,Cavendishia,lactiviscida,,shrub or epiphyte,Costa Rica,leaf margins; rachis of inflorescence,,Luteyn 1983,"""milky white exudate [from glands on buds] in Cavedishia ser. Lactiviscidae often attract ants and other dipteran organisms (Luteyn, 1980) and in these species the glands may function as a nectary. Another possibility is that the exudate may have antimicrobial activity [...quoting Harborne 1977]"" -- Luteyn 1983",Cavendishia lactiviscida,,,,,,,,,,,,,,,,
1,Ericaceae,Cavendishia,panamensis,,shrub,Panama,rachis of inflorescence; calyx,,Luteyn 1983,"""milky white exudate [from glands on buds] in Cavedishia ser. Lactiviscidae often attract ants and other dipteran organisms (Luteyn, 1980) and in these species the glands may function as a nectary. Another possibility is that the exudate may have antimicrobial activity [...quoting Harborne 1977]"" -- Luteyn 1983",Cavendishia panamensis,,,,,,,,,,,,,,,,
1,Ericaceae,Cavendishia,porphyrea,,shrub,Colombia,"pedicels, calyx, leaf margins",,Luteyn 1983,"""milky white exudate [from glands on buds] in Cavedishia ser. Lactiviscidae often attract ants and other dipteran organisms (Luteyn, 1980) and in these species the glands may function as a nectary. Another possibility is that the exudate may have antimicrobial activity [...quoting Harborne 1977]"" -- Luteyn 1983",Cavendishia porphyrea,,,,,,,,,,,,,,,,
1,Ericaceae,Cavendishia,pseudostenophylla,,shrub,Panama,rachis of inflorescence,,Luteyn 1983,"""milky white exudate [from glands on buds] in Cavedishia ser. Lactiviscidae often attract ants and other dipteran organisms (Luteyn, 1980) and in these species the glands may function as a nectary. Another possibility is that the exudate may have antimicrobial activity [...quoting Harborne 1977]"" -- Luteyn 1983",Cavendishia pseudostenophylla,,,,,,,,,,,,,,,,
1,Ericaceae,Vaccinium,boninensis,,,Bonin Islands,leaf teeth,,Pemberton 1998,,Vaccinium boninensis,,,,,,,,,,,,,,,,
1,Ericaceae,Vaccinium,bracteatum var.chinense,,,,leaf teeth,,So 2004,,Vaccinium bracteatum var.chinense,,,,,,,,,,,,,,,,
1,Ericaceae,Vaccinium,koreanum,,,Korea,basal leaf teeth,,Pemberton 1990,,Vaccinium koreanum,,,,,,,,,,,,,,,,
1,Ericaceae,Vaccinium,oldhami,,,Korea,basal leaf teeth,,Pemberton 1990,,Vaccinium oldhami,,,,,,,,,,,,,,,,
1,Ericaceae,Vaccinium,theysmannii,,,,,,Zimmermann 1932,,Vaccinium theysmannii,,,,,,,,,,,,,,,,
1,Ericaceae,Vaccinium,uliginosum,,,,petiole,,Pemberton 1998,,Vaccinium uliginosum,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Acalypha,amentacea,,,,leaf base,,Sagun et al. 2010,WCSP 169. Sagun et al: only plant in genus with leaf-base glands,Acalypha amentacea,,,,,,,,,,,,,,,,
0,Euphorbiaceae,Acalypha,sp.,,,Colombia,,,Ramírez et al. 2001,,Acalypha sp.,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Adriana,quadripartita,,shrub,Australia,stipules,Mackay and Whalen 1998; Whalen & Mackay 2007,Mackay and Whalen 1998; Whalen and Mackay 2007,,Adriana quadripartita,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Adriana,tomentosa,,shrub,Australia,stipules,Mackay and Whalen 1998; Whalen & Mackay 2007,Mackay and Whalen 1998; Whalen and Mackay 2007,,Adriana tomentosa,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Alchornea,cordifolia,,,,foliar,,Schnell Cusset and Quenum 1963; Belin-Depoux 1993,photos in Belin-Depoux 1993,Alchornea cordifolia,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Alchornea,costaricensis,,tree,Costa Rica,leaf blade,,Croat 1978; Schupp and Feener 1991; Zamora et al 2004; ,,Alchornea costaricensis,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Alchornea,glandulosa,,Tree,Costa Rica,"leaf base, lamina ",,"Zamora et al, 2004",,Alchornea glandulosa,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Alchornea,grandis,,Tree,Costa Rica,"leaf base, lamina ",,"Zamora et al, 2004",,Alchornea grandis,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Alchornea,latifolia,,tree,Mexico,"""leaf margins gland-tipped""",Aguirre et al. 2013,Croat 1978; Schupp and Feener 1991; Zamora et al 2004; Aguirre et al. 2013,"Aguirre et al. 2013 describe EFNs as 'near the underside of the leaf, very near the leaf peduncle'",Alchornea latifolia,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Alchornea,laxiflora,,,,,,Zimmermann 1932,,Alchornea laxiflora,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Alchornea,rugosa,,shrub,Malaysia,leaf blade,,Fiala and Linsenmair 1995,,Alchornea rugosa,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Alchornea,tiliifolia,,shrub,"Yunnan, China",lamina lower side,,Liu and Chen 2008,,Alchornea tiliifolia,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Alchornea,trewioides,,shrub,Yunnan China,leaf base,,So 2004; Liu and Chen 2008,,Alchornea trewioides,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Alchornea,triplinervia,,Tree,Costa Rica,lamina base,,Belin-Depoux 1977; Zamora et al 2004; ,,Alchornea triplinervia,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Alchorneopsis,floribunda,,Tree,Costa Rica,lamina and margin,,Zimmermann 1932; Elias 1983; Zamora et al 2004; ,,Alchorneopsis floribunda,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Aleurites,moluccana,candlenut tree,tree,,distal end of petiole,,Zimmermann 1932; Belin-Depoux and Clair-Maczulajtys 1975;Bory and Clair-Maczulajtys 1977; Metcalfe and Chalk 1979; So 2004,photos in Bory and Clair-Maczulajtys 1977,Aleurites moluccana,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Aleurites,rockinghamensis,,shrub,Australia,petiole,,Blthgen and Reifenrath 2003; Blüthgen and Fiedler 2004;,,Aleurites rockinghamensis,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Anda,gomesii,,,,,,Zimmermann 1932,,Anda gomesii,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Angostylis,longifolia,,,,,,Zimmermann 1932,,Angostylis longifolia,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Aparisthmium,cordatum,,Tree,Costa Rica,"leaf base, lamina ",,"Zamora et al, 2004; Muehleisen 2013",,Aparisthmium cordatum,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Aporusa,chinensis,,tree,"Yunnan, China",lower side of lamina & stipule,,Liu and Chen 2008,,Aporusa chinensis,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Aporusa,villosa,,tree,"Yunnan, China",lower side of lamina & stipule,,Liu and Chen 2008,,Aporusa villosa,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Aporusa,yunnanensis,,tree,"Yunnan, China",lower side of lamina & stipule,,Liu and Chen 2008,,Aporusa yunnanensis,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Baccaurea,ramiflora,,tree,"Yunnan, China",lamina base margins,,Liu and Chen 2008,,Baccaurea ramiflora,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Balakata,baccata,,tree,"Malaysia, China",leaf blade base,Fig. 1d in Fiala and Linsenmair 1995; picture in Liu and Chen 2008,Fiala and Maschwitz 1991; Fiala and Linsenmair 1995; Liu and Chen 2008,syn Sapium baccatum,Balakata baccata,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Baliospermum,axillare,,,,leaf margin,,Zimmermann 1932; Elias 1983,,Baliospermum axillare,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Blumeodendron,calophyllum,,tree,Malaysia,leaf blade base,,Fiala and Linsenmair 1995,,Blumeodendron calophyllum,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Caryodendron,angustifolium,,Tree,Costa Rica,"leaf base, lamina ",,"Zamora et al, 2004",,Caryodendron angustifolium,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Chrozophora,tinctoria,,,,,,Zimmermann 1932,,Chrozophora tinctoria,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Claoxylon,angustifolium,,,,,,Forster 2007,WCSP 41400,Claoxylon angustifolium,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Claoxylon,australe,,,,,,Forster 2007,WCSP 41406,Claoxylon australe,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Claoxylon,hillii,,,,,,Forster 2007,WCSP 41471,Claoxylon hillii,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Claoxylon,sp.,,,,,,Schnell Cusset and Quenum 1963,,Claoxylon sp.,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Claoxylon,tenerifolium,,,,,,Forster 2007,WCSP 41621,Claoxylon tenerifolium,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Cleidion,bracteosum,,tree,"Yunnan, China",lamina both sides,,Liu and Chen 2008,,Cleidion bracteosum,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Cleidion,castaneifolium,,Tree,Costa Rica,"leaf base, lamina ",,"Zamora et al, 2004",,Cleidion castaneifolium,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Cnidoscolus,aconitifolius,,shrubs,Mexico,,,Arango et al. 2012,,Cnidoscolus aconitifolius,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Cnidoscolus,multilobus,,shrubs,Mexico,leaf base,,Arango et al. 2012; Aguirre et al. 2013,,Cnidoscolus multilobus,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Cnidoscolus,spp.,,shrubs,Mexico,,,Arango et al. 2012,,Cnidoscolus spp.,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Cnidoscolus,napaefolius,,,,,,Zimmermann 1932,,Cnidoscolus napaefolius,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Coccoceras,sumatranum,,,,,,Zimmermann 1932,,Coccoceras sumatranum,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,amabilis,,,,,,Schnell Cusset and Quenum 1963,,Croton amabilis,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,argyratus,,understory tree,Malaysia,leaf blade base,,Fiala and Maschwitz 1991; Fiala and Linsenmair 1995,"Fiala and Maschwitz (1991) listed these as lacking efns:Croton ensifolius, Croton heterocarpus",Croton argyratus,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,aubrevillei,,,,,,Schnell Cusset and Quenum 1963,,Croton aubrevillei,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,billbergianus,,shrub or tree,Central America,"""2 or more sessile, round yellow glands at apex on lower side"" of leaf",,Croat 1978; Schupp and Feener 1991; Zamora et al 2004; ,,Croton billbergianus,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,bonplandianum,,,,1-2 extra floral glands at the base ofthe pedicels,,"Biswas, Mondal, Mandal et al. 2012",,Croton bonplandianum,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,cascarilloides,,shrub,Malaysia,leaf; petiole tip,,Fiala and Maschwitz 1991; Liu and Chen 2008,,Croton cascarilloides,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,caudatus,,,Malaysia,leaf,Fiala and Maschwitz 1991,Fiala and Maschwitz 1991;,,Croton caudatus,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,ciliato-gladuliferus,,,,"petiole, midrib, abaxial surface of leaf",,Metcalf and Chalk 1979,,Croton ciliato-gladuliferus,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,corintensis,,Tree,Costa Rica,petiole,,"Zamora et al, 2004",,Croton corintensis,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,crassifolius,,,,leaf base,,So 2004,,Croton crassifolius,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,draco,,Tree,Costa Rica,petiole,Aguirre et al. 2013,"Zamora et al, 2004; Aguirre et al. 2013","""glands resemble fingers"" Fewer glands on higher elevation morph",Croton draco,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,erythrostachys,,,Malaysia,leaf,,Fiala and Maschwitz 1991,,Croton erythrostachys,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,exuberans,,,,,,Zimmermann 1932,,Croton exuberans,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,glandulosus,,,,,,Schnell Cusset and Quenum 1963,,Croton glandulosus,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,hemiargyreus,,,,,,Zimmermann 1932,,Croton hemiargyreus,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,hirtus,,herb,"widespread in disturbed areas of tropical America, Africa, Malaya","""petioles bearing two stalked glands at the apex""",,Croat 1978; Fiala and Maschwitz 1991,,Croton hirtus,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,hoffmannii,,Tree,Costa Rica,petiole,,"Zamora et al, 2004",,Croton hoffmannii,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,honcei,,,,leaf base,,So 2004,,Croton honcei,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,Jimenezii,,Tree,Costa Rica,petiole,,"Zamora et al, 2004",,Croton Jimenezii,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,kelantanicus,,,Malaysia,leaf,,Fiala and Maschwitz 1991,,Croton kelantanicus,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,lachnocarpus,,,,leaf base,,So 2004,,Croton lachnocarpus,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,lanjouwensis,,Tree,Costa Rica,petiole,,"Zamora et al, 2004",,Croton lanjouwensis,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,linearis,granny-bush,,Bahamas,"paired, leaf base",,Koptur et al. 2010,,Croton linearis,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,lucidus,,,Malaysia,leaf,,Fiala and Maschwitz 1991,,Croton lucidus,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,macrocarpus,,,Malaysia,leaf,,Fiala and Maschwitz 1991,,Croton macrocarpus,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,macrostachys,,,,,,Schnell Cusset and Quenum 1963,,Croton macrostachys,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,megistocarpus,,Tree,Costa Rica,petiole,,"Zamora et al, 2004",,Croton megistocarpus,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,mexicanus,,Tree,Costa Rica,petiole,,"Zamora et al, 2004",,Croton mexicanus,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,panamensis,,tree,Mexico to Colombia,"""a row of stalked orange glands at apex of petiole""",,Croat 1978; Schupp and Feener 1991,,Croton panamensis,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,refractus,,,,,,Schnell Cusset and Quenum 1963,,Croton refractus,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,salutaris,,,,petiole,,Zimmermann 1932,,Croton salutaris,,,,,,,,,,,,,,,,
1,Euphorbiaceae,Croton,sarcopetalus,,shrub,Argentina,"floral bracts, petiole, stipules, leaf margins","Freitas et al. 2001, 2002; Buffa et al. 2009","Freitas et al. 2001, 2002; Buffa et al. 2009",,Croton sarcopetalus,,,,,,,,,,,,,,,,
